id,Response
381110,0.0016233951022648248
381111,0.7846410034683576
381112,0.7491312225240738
381113,0.02164256588372538
381114,0.002031937896512187
381115,0.0005109623335110146
381116,0.00933229051390114
381117,0.00032446017282047727
381118,0.7750508376218407
381119,0.003632490861004204
381120,0.007039596685265517
381121,0.6109461540626367
381122,0.001535201458242221
381123,0.7503930357781713
381124,0.6765227754822821
381125,0.0010119098716004488
381126,0.46035504315322445
381127,0.7498882738535174
381128,0.00046822951414835276
381129,0.001206722427993031
381130,0.0021857000884611126
381131,0.0009473270419693565
381132,0.27296992012685023
381133,0.7756561512245266
381134,0.673291507338475
381135,0.01241266698064939
381136,0.001114748408398081
381137,0.0037159642980976546
381138,0.003861816390918564
381139,0.0004010212749999741
381140,0.6062412067785067
381141,0.0019293152850887922
381142,0.0015727504072221015
381143,0.0021649320526427544
381144,0.4254216284414178
381145,0.7852008359423395
381146,0.0009739079369626688
381147,0.23255234632527103
381148,0.0006989285780391084
381149,0.0012819031408697432
381150,0.7490839855814563
381151,0.7496967115287686
381152,0.0029402228074413158
381153,0.7733435993651883
381154,0.7883557802643539
381155,0.7964451482469863
381156,0.0018777462559232427
381157,0.16307050074106175
381158,0.6927420734168909
381159,0.6754457190535199
381160,0.737788570547282
381161,0.06344976641180122
381162,0.0021426365150299435
381163,0.7487695256496552
381164,0.0006617123415153768
381165,0.4743129965528787
381166,0.6576140370821137
381167,0.000865374749110341
381168,0.0007552630416204433
381169,0.17526547679338977
381170,0.0004078262960593725
381171,0.00019715016426545442
381172,0.7880412941830507
381173,0.5629573397771686
381174,0.001258717227065823
381175,0.0004620106870947556
381176,0.002900148186443196
381177,0.7361821425285888
381178,0.6171746829036946
381179,0.0011569544317750929
381180,0.08078260504638664
381181,0.00017112915066866386
381182,0.7409928727262967
381183,0.00042387364914198275
381184,0.009163708475979306
381185,0.0009614268948031243
381186,0.7886914214083451
381187,0.7925650351681792
381188,0.6093293700833288
381189,0.2935835621548435
381190,0.003931062734041765
381191,0.694839336766597
381192,0.7697561977112856
381193,0.005391539393614476
381194,0.7804349803755142
381195,0.3157372672068598
381196,0.004915246036697245
381197,0.2394486951930775
381198,0.49146529042130954
381199,0.8063343366815874
381200,0.0013348895819178285
381201,0.004248770763612843
381202,0.7846666070854713
381203,0.8429544725250429
381204,0.42955063953631545
381205,0.002013314693521413
381206,0.2786206153696433
381207,0.0008737766076017844
381208,0.2289230658390233
381209,0.005031132354463407
381210,0.6801676507323011
381211,0.0012232470678477643
381212,0.799429781960471
381213,0.6886038841315167
381214,0.6676626479522539
381215,0.29889084753093853
381216,0.32502998573770153
381217,0.001628648796393964
381218,0.7929723686034502
381219,0.6096976568056994
381220,0.021613863127072277
381221,0.733585550748789
381222,0.0010383970735382425
381223,0.004355502025569995
381224,0.7001575804795105
381225,0.7688624740890538
381226,0.7606521490111613
381227,0.7398450687424273
381228,0.266169694679945
381229,0.6748111632236878
381230,0.0002723900577212427
381231,0.00043109601374656796
381232,0.7814819375371308
381233,0.002016492049424585
381234,0.7850784205820357
381235,0.0019903849435066938
381236,0.4786532409779612
381237,0.0006196107778702771
381238,0.0004790753242973221
381239,0.000819021538868822
381240,0.00022800961847302157
381241,0.7502306622256087
381242,0.0009828243100933169
381243,0.0015071968488426302
381244,0.4415824650028188
381245,0.0020799969589276423
381246,0.750556048238375
381247,0.7596100638651014
381248,0.00030954536154705325
381249,0.4959013545468327
381250,0.002409253470636467
381251,0.007417605007695461
381252,0.0005682188540815378
381253,0.00038901439706152545
381254,0.0004200363301994602
381255,0.7263995685894148
381256,0.8015466302379332
381257,0.0010570112895073726
381258,0.009190833665681457
381259,0.43583695109420456
381260,0.1358512231143869
381261,0.6751402537845639
381262,0.7966510712332938
381263,0.0021054379646408077
381264,0.7497540686749697
381265,0.5537877542062476
381266,0.0016626967490899008
381267,0.00044539830506176557
381268,0.0003592324767949378
381269,0.4603617937298608
381270,0.2894765180466685
381271,0.6065092743638527
381272,0.0007010298184341136
381273,0.0002920248290436934
381274,0.0006929542836765499
381275,0.05681250012427743
381276,0.3125465736830999
381277,0.00810021803987137
381278,0.7370988925522157
381279,0.801073839588091
381280,0.0023007804531547625
381281,0.7779413394286331
381282,0.00024398488712958704
381283,0.0024789799638733493
381284,0.7487950935953901
381285,0.00021545901946541096
381286,0.0005488390131350677
381287,0.003745017993240264
381288,0.7455502324981551
381289,0.7346600914349573
381290,0.7825507353678908
381291,0.4250720250941484
381292,0.4541573210341329
381293,0.002921788269196493
381294,0.44877842323207345
381295,0.0006500284307973601
381296,0.8332110113241589
381297,0.000199885115679604
381298,0.0014987670586083797
381299,0.0029984991739908104
381300,0.13949457050820294
381301,0.5401872360603515
381302,0.0007125248247882924
381303,0.0003044855757750358
381304,0.0028405855514789633
381305,0.26502643214294536
381306,0.7924008864779536
381307,0.00012978321637510055
381308,0.7598230753310815
381309,0.00036966852341047677
381310,0.7852520230544683
381311,0.0004213192493058544
381312,0.0007497850547613986
381313,0.7992852370527828
381314,0.10622777393395076
381315,0.0001620497198323699
381316,0.6834707067748254
381317,0.1706020904303962
381318,0.6452506258524005
381319,0.0021921285623547914
381320,0.44084340287883933
381321,0.7248584131731189
381322,0.6038802248316196
381323,0.01625559882418913
381324,0.0011105915714462484
381325,0.5525080592407658
381326,0.001574262047123378
381327,0.6992658948213324
381328,0.000830554377195755
381329,0.5833127830855502
381330,0.0068357205100032055
381331,0.6837090171993094
381332,0.00568460907287707
381333,0.0003073977937799709
381334,0.00044179764528262357
381335,0.0005441539953400439
381336,0.001569692151046102
381337,0.0008640383353999096
381338,0.7499934305293843
381339,0.4791367039724249
381340,0.006584611298199693
381341,0.000499100634109657
381342,0.00039882408275889873
381343,0.0007363713341001561
381344,0.7899862496207418
381345,0.0011532965026676068
381346,0.245667779609398
381347,0.7350333781014619
381348,0.012327809176482993
381349,0.0004109026744508151
381350,0.005895513909379939
381351,0.7446268682777256
381352,0.0022830648719251866
381353,0.7492490084996751
381354,0.0009188925221197115
381355,0.0019829024221438623
381356,0.000480147305687768
381357,0.00013874050189473635
381358,0.0062954217203265
381359,0.6762572874403727
381360,0.6235539639865653
381361,0.0011854648115253938
381362,0.18563573728685578
381363,0.07787007430292718
381364,0.0014627806761961083
381365,0.7891556829469125
381366,0.7495442034557565
381367,0.27956590918444324
381368,0.0028621472875937437
381369,0.7870984670189226
381370,0.004879957912670807
381371,0.6625914812877994
381372,0.6531366853631709
381373,0.0012091414562338681
381374,0.6033606879728742
381375,0.0020880192721624154
381376,0.708110606512353
381377,0.05047832766069886
381378,0.6762925970808715
381379,0.4553591307268427
381380,0.00043680033646167134
381381,0.7324604983642728
381382,0.783740269674915
381383,0.0017146466493998182
381384,0.7570985081730331
381385,0.5565013463783683
381386,0.7391053547218759
381387,0.7878323620313407
381388,0.7480946771114955
381389,0.6272378181999119
381390,0.5416742769716563
381391,0.6726872177687367
381392,0.7896878119580931
381393,0.0014330202563497
381394,0.0011757641365162971
381395,0.4392804710612423
381396,0.0008025501912103174
381397,0.0037842930322081
381398,0.0011042004310699892
381399,0.0005521996412988826
381400,0.001942903300338219
381401,0.18658448732238272
381402,0.7489097936526327
381403,0.006398282066883312
381404,0.2737164634508629
381405,0.7484725004446952
381406,0.7610072830849244
381407,0.8012332187120283
381408,0.5882129572519046
381409,0.16443294783187082
381410,0.001942188217531274
381411,0.6341177628093366
381412,0.4354777494920779
381413,0.4779374117777969
381414,0.6836669939586386
381415,0.009186181955469887
381416,0.00015934879072698163
